Year,City,Type,total_volume,sum_price_x_volume,avg_price
2024,Louisville,conventional,8117487,9750423.41,1.2011627995215761
2024,Louisville,organic,517545,942056.56,1.8202408679438504
2024,Nashville,conventional,18175373,20636299.14,1.1353989345913287
2024,Nashville,organic,1380834,2234356.73,1.6181211716976842
2024,New Orleans,conventional,15350878,14568669.67,0.9490447171816492
2024,New Orleans,organic,868581,1114146.19,1.2827199650924899
2024,New York,conventional,123774621,161444501.84,1.304342526243728
2024,New York,organic,8851348,12566768.4,1.4197575781677547
2024,Orlando,conventional,40847623,43442423.08,1.0635238941565828
2024,Orlando,organic,2084574,3053130.31,1.4646303321446013
2024,Philadelphia,conventional,37822570,42011193.56,1.110744022947145
2024,Philadelphia,organic,2956326,3888420.09,1.3152879925962158
2024,PhoenixTucson,conventional,64266940,69980776.76,1.0889078702051165
2024,PhoenixTucson,organic,2483189,3426989.12,1.3800758299106513
2024,Pittsburgh,conventional,10981362,11462425.91,1.0438073082373571
2024,Pittsburgh,organic,666811,918246.64,1.3770718239501147
2024,Portland,conventional,31893664,42750710.38,1.3404138947472453
2024,Portland,organic,2001930,4600529.78,2.2980472743802234
2024,RaleighGreensboro,conventional,26448174,29893360.36,1.1302617851803305
2024,RaleighGreensboro,organic,2622161,3625575.87,1.3826671474406034
2024,RichmondNorfolk,conventional,18898261,20928705.25,1.1074407983888042
2024,RichmondNorfolk,organic,1788472,2523530.21,1.4109978853457028
2024,Sacramento,conventional,24844224,32720714.79,1.3170350899267371
2024,Sacramento,organic,960289,1742459.89,1.8145161404535508
2024,San Diego,conventional,31471154,38503371.21,1.2234496138908666
2024,San Diego,organic,1425090,2727163.84,1.9136783220708866
2024,San Francisco,conventional,40833661,52663319.96,1.2897036089906315
2024,San Francisco,organic,3070444,5836869.4799999995,1.900985486138161
2024,Seattle,conventional,27237635,45193225.58,1.6592198838114982
2024,Seattle,organic,3432459,8905319.67,2.5944431295464856
2024,Spokane,conventional,4250767,5940564.51,1.3975276720648298
2024,Spokane,organic,274024,653754.04,2.385754678422328
2024,St. Louis,conventional,15341639,13510502.32,0.8806426953469574
2024,St. Louis,organic,1012965,1367598.68,1.3500947021861565
2024,Syracuse,conventional,5871427,6174489.97,1.0516165780482325
2024,Syracuse,organic,506798,656705.1799999999,1.295792761613108
2024,Tampa,conventional,39742763,42937541.8,1.0803864290965375
2024,Tampa,organic,1673428,2379113.67,1.4217006468159967
