Date,Average_price($/unit),Total_Volume (units),Type,Year,City,State,Mileage (miles),Average_price,Total_Volume,Mileage_miles,Revenue
2019-02-17,$0.91 ,287808,conventional,2019,RichmondNorfolk,VA,2632,0.91,287808,2632,261905.28
2019-02-17,$1.39 ,19920,organic,2019,RichmondNorfolk,VA,2632,1.39,19920,2632,27688.8
2019-02-17,$1.15 ,466280,conventional,2019,Sacramento,CA,277,1.15,466280,277,536222.0
2019-02-17,$1.71 ,13547,organic,2019,Sacramento,CA,277,1.71,13547,277,23165.37
2019-02-17,$1.08 ,401947,conventional,2019,San Diego,CA,253,1.08,401947,253,434102.76
2019-02-17,$1.90 ,17492,organic,2019,San Diego,CA,253,1.9,17492,253,33234.799999999996
2019-02-17,$1.19 ,774943,conventional,2019,San Francisco,CA,283,1.19,774943,283,922182.1699999999
2019-02-17,$1.76 ,46882,organic,2019,San Francisco,CA,283,1.76,46882,283,82512.32
2019-02-17,$1.52 ,388562,conventional,2019,Seattle,WA,1029,1.52,388562,1029,590614.24
2019-02-17,$2.12 ,36895,organic,2019,Seattle,WA,1029,2.12,36895,1029,78217.40000000001
2019-02-17,$1.37 ,58426,conventional,2019,Spokane,WA,1097,1.37,58426,1097,80043.62000000001
2019-02-17,$1.98 ,2943,organic,2019,Spokane,WA,1097,1.98,2943,1097,5827.14
2019-02-17,$1.14 ,177260,conventional,2019,St. Louis,MO,1841,1.14,177260,1841,202076.4
2019-02-17,$2.44 ,4088,organic,2019,St. Louis,MO,1841,2.44,4088,1841,9974.72
2019-02-17,$1.16 ,67862,conventional,2019,Syracuse,NY,2693,1.16,67862,2693,78719.92
2019-02-17,$1.38 ,5218,organic,2019,Syracuse,NY,2693,1.38,5218,2693,7200.839999999999
2019-02-17,$0.97 ,576949,conventional,2019,Tampa,FL,2636,0.97,576949,2636,559640.53
2019-02-17,$1.25 ,14427,organic,2019,Tampa,FL,2636,1.25,14427,2636,18033.75
2019-02-24,$0.88 ,114022,conventional,2019,Albany,NY,2832,0.88,114022,2832,100339.36
2019-02-24,$1.48 ,3560,organic,2019,Albany,NY,2832,1.48,3560,2832,5268.8
2019-02-24,$0.98 ,634325,conventional,2019,Atlanta,GA,2199,0.98,634325,2199,621638.5
2019-02-24,$1.72 ,23764,organic,2019,Atlanta,GA,2199,1.72,23764,2199,40874.08
2019-02-24,$1.24 ,863627,conventional,2019,BaltimoreWashington,MD,2679,1.24,863627,2679,1070897.48
2019-02-24,$1.46 ,62886,organic,2019,BaltimoreWashington,MD,2679,1.46,62886,2679,91813.56
2019-02-24,$1.20 ,100998,conventional,2019,Boise,ID,827,1.2,100998,827,121197.59999999999
2019-02-24,$1.53 ,3958,organic,2019,Boise,ID,827,1.53,3958,827,6055.74
2019-02-24,$1.27 ,596203,conventional,2019,Boston,MA,2998,1.27,596203,2998,757177.81
2019-02-24,$1.68 ,24498,organic,2019,Boston,MA,2998,1.68,24498,2998,41156.64
2019-02-24,$1.22 ,162332,conventional,2019,BuffaloRochester,NY,2552,1.22,162332,2552,198045.04
2019-02-24,$1.52 ,15612,organic,2019,BuffaloRochester,NY,2552,1.52,15612,2552,23730.24
2019-02-24,$1.18 ,274068,conventional,2019,Charlotte,NC,2428,1.18,274068,2428,323400.24
2019-02-24,$1.52 ,15037,organic,2019,Charlotte,NC,2428,1.52,15037,2428,22856.24
2019-02-24,$1.30 ,688442,conventional,2019,Chicago,IL,2030,1.3,688442,2030,894974.6
2019-02-24,$1.55 ,54468,organic,2019,Chicago,IL,2030,1.55,54468,2030,84425.40000000001
2019-02-24,$1.10 ,281110,conventional,2019,CincinnatiDayton,OH,2190,1.1,281110,2190,309221.0
2019-02-24,$1.83 ,16773,organic,2019,CincinnatiDayton,OH,2190,1.83,16773,2190,30694.59
2019-02-24,$1.07 ,209990,conventional,2019,Columbus,OH,2261,1.07,209990,2261,224689.30000000002
2019-02-24,$1.72 ,11600,organic,2019,Columbus,OH,2261,1.72,11600,2261,19952.0
2019-02-24,$0.74 ,1544969,conventional,2019,DallasFtWorth,TX,1449,0.74,1544969,1449,1143277.06
2019-02-24,$1.36 ,30311,organic,2019,DallasFtWorth,TX,1449,1.36,30311,1449,41222.96000000001
2019-02-24,$1.24 ,758504,conventional,2019,Denver,CO,1032,1.24,758504,1032,940544.96
2019-02-24,$1.54 ,32111,organic,2019,Denver,CO,1032,1.54,32111,1032,49450.94
2019-02-24,$1.31 ,369518,conventional,2019,Detroit,MI,2296,1.31,369518,2296,484068.58
2019-02-24,$1.83 ,15505,organic,2019,Detroit,MI,2296,1.83,15505,2296,28374.15
2019-02-24,$1.35 ,184021,conventional,2019,Grand Rapids,MI,2193,1.35,184021,2193,248428.35
2019-02-24,$1.78 ,4957,organic,2019,Grand Rapids,MI,2193,1.78,4957,2193,8823.460000000001
2019-02-24,$1.13 ,298293,conventional,2019,HarrisburgScranton,PA,2717,1.13,298293,2717,337071.08999999997
2019-02-24,$1.36 ,22628,organic,2019,HarrisburgScranton,PA,2717,1.36,22628,2717,30774.08
2019-02-24,$1.30 ,322746,conventional,2019,HartfordSpringfield,CT,2906,1.3,322746,2906,419569.8
2019-02-24,$1.88 ,14625,organic,2019,HartfordSpringfield,CT,2906,1.88,14625,2906,27495.0
2019-02-24,$0.70 ,1144789,conventional,2019,Houston,TX,1656,0.7,1144789,1656,801352.2999999999
2019-02-24,$1.45 ,24940,organic,2019,Houston,TX,1656,1.45,24940,1656,36163.0
2019-02-24,$1.10 ,194733,conventional,2019,Indianapolis,IN,2083,1.1,194733,2083,214206.30000000002
2019-02-24,$1.66 ,9608,organic,2019,Indianapolis,IN,2083,1.66,9608,2083,15949.279999999999
2019-02-24,$1.10 ,189741,conventional,2019,Jacksonville,FL,2440,1.1,189741,2440,208715.1
2019-02-24,$1.39 ,7116,organic,2019,Jacksonville,FL,2440,1.39,7116,2440,9891.24
2019-02-24,$0.94 ,360070,conventional,2019,Las Vegas,NV,286,0.94,360070,286,338465.8
2019-02-24,$1.60 ,13662,organic,2019,Las Vegas,NV,286,1.6,13662,286,21859.2
2019-02-24,$0.90 ,3267506,conventional,2019,Los Angeles,CA,111,0.9,3267506,111,2940755.4
2019-02-24,$1.80 ,83932,organic,2019,Los Angeles,CA,111,1.8,83932,111,151077.6
2019-02-24,$0.90 ,132132,conventional,2019,Louisville,KY,2101,0.9,132132,2101,118918.8
2019-02-24,$1.75 ,5235,organic,2019,Louisville,KY,2101,1.75,5235,2101,9161.25
2019-02-24,$0.92 ,269775,conventional,2019,Nashville,TN,2022,0.92,269775,2022,248193.0
2019-02-24,$1.68 ,11966,organic,2019,Nashville,TN,2022,1.68,11966,2022,20102.88
2019-02-24,$1.00 ,295305,conventional,2019,New Orleans,LA,1954,1.0,295305,1954,295305.0
2019-02-24,$1.28 ,6175,organic,2019,New Orleans,LA,1954,1.28,6175,1954,7904.0
2019-02-24,$1.33 ,1455424,conventional,2019,New York,NY,2794,1.33,1455424,2794,1935713.9200000002
2019-02-24,$1.70 ,106310,organic,2019,New York,NY,2794,1.7,106310,2794,180727.0
2019-02-24,$1.07 ,468878,conventional,2019,Orlando,FL,2617,1.07,468878,2617,501699.46
2019-02-24,$1.36 ,15762,organic,2019,Orlando,FL,2617,1.36,15762,2617,21436.320000000003
2019-02-24,$1.27 ,454841,conventional,2019,Philadelphia,PA,2759,1.27,454841,2759,577648.0700000001
2019-02-24,$0.98 ,68193,organic,2019,Philadelphia,PA,2759,0.98,68193,2759,66829.14
2019-02-24,$0.77 ,1239501,conventional,2019,PhoenixTucson,AZ,482,0.77,1239501,482,954415.77
2019-02-24,$1.22 ,36254,organic,2019,PhoenixTucson,AZ,482,1.22,36254,482,44229.88
2019-02-24,$1.00 ,143523,conventional,2019,Pittsburgh,PA,2445,1.0,143523,2445,143523.0
2019-02-24,$1.31 ,10547,organic,2019,Pittsburgh,PA,2445,1.31,10547,2445,13816.57
2019-02-24,$1.16 ,587451,conventional,2019,Portland,OR,855,1.16,587451,855,681443.1599999999
2019-02-24,$1.53 ,46469,organic,2019,Portland,OR,855,1.53,46469,855,71097.57
2019-02-24,$1.11 ,353013,conventional,2019,RaleighGreensboro,NC,2557,1.11,353013,2557,391844.43000000005
2019-02-24,$1.44 ,18546,organic,2019,RaleighGreensboro,NC,2557,1.44,18546,2557,26706.239999999998
2019-02-24,$0.97 ,282368,conventional,2019,RichmondNorfolk,VA,2632,0.97,282368,2632,273896.96
2019-02-24,$1.44 ,18187,organic,2019,RichmondNorfolk,VA,2632,1.44,18187,2632,26189.28
2019-02-24,$1.21 ,480562,conventional,2019,Sacramento,CA,277,1.21,480562,277,581480.02
2019-02-24,$1.80 ,12743,organic,2019,Sacramento,CA,277,1.8,12743,277,22937.4
2019-02-24,$0.82 ,622991,conventional,2019,San Diego,CA,253,0.82,622991,253,510852.62
2019-02-24,$1.86 ,15954,organic,2019,San Diego,CA,253,1.86,15954,253,29674.440000000002
2019-02-24,$1.45 ,758969,conventional,2019,San Francisco,CA,283,1.45,758969,283,1100505.05
2019-02-24,$1.86 ,50156,organic,2019,San Francisco,CA,283,1.86,50156,283,93290.16
2019-02-24,$1.26 ,592155,conventional,2019,Seattle,WA,1029,1.26,592155,1029,746115.3
2019-02-24,$1.91 ,46563,organic,2019,Seattle,WA,1029,1.91,46563,1029,88935.33
2019-02-24,$1.15 ,87626,conventional,2019,Spokane,WA,1097,1.15,87626,1097,100769.9
2019-02-24,$1.72 ,3251,organic,2019,Spokane,WA,1097,1.72,3251,1097,5591.72
2019-02-24,$1.20 ,170614,conventional,2019,St. Louis,MO,1841,1.2,170614,1841,204736.8
2019-02-24,$2.15 ,7807,organic,2019,St. Louis,MO,1841,2.15,7807,1841,16785.05
2019-02-24,$1.06 ,78986,conventional,2019,Syracuse,NY,2693,1.06,78986,2693,83725.16
2019-02-24,$1.43 ,5920,organic,2019,Syracuse,NY,2693,1.43,5920,2693,8465.6
2019-02-24,$1.09 ,494636,conventional,2019,Tampa,FL,2636,1.09,494636,2636,539153.24
2019-02-24,$1.23 ,15077,organic,2019,Tampa,FL,2636,1.23,15077,2636,18544.71
2019-03-03,$1.08 ,95695,conventional,2019,Albany,NY,2832,1.08,95695,2832,103350.6
2019-03-03,$1.31 ,5102,organic,2019,Albany,NY,2832,1.31,5102,2832,6683.62
2019-03-03,$1.00 ,674800,conventional,2019,Atlanta,GA,2199,1.0,674800,2199,674800.0
2019-03-03,$1.72 ,27417,organic,2019,Atlanta,GA,2199,1.72,27417,2199,47157.24
2019-03-03,$1.42 ,791759,conventional,2019,BaltimoreWashington,MD,2679,1.42,791759,2679,1124297.78
2019-03-03,$1.43 ,66724,organic,2019,BaltimoreWashington,MD,2679,1.43,66724,2679,95415.31999999999
2019-03-03,$1.22 ,94490,conventional,2019,Boise,ID,827,1.22,94490,827,115277.8
2019-03-03,$1.57 ,3985,organic,2019,Boise,ID,827,1.57,3985,827,6256.45
2019-03-03,$1.31 ,634954,conventional,2019,Boston,MA,2998,1.31,634954,2998,831789.74
2019-03-03,$1.64 ,27172,organic,2019,Boston,MA,2998,1.64,27172,2998,44562.079999999994
2019-03-03,$1.22 ,156386,conventional,2019,BuffaloRochester,NY,2552,1.22,156386,2552,190790.91999999998
2019-03-03,$1.45 ,17473,organic,2019,BuffaloRochester,NY,2552,1.45,17473,2552,25335.85
2019-03-03,$1.10 ,304242,conventional,2019,Charlotte,NC,2428,1.1,304242,2428,334666.2
2019-03-03,$1.39 ,19067,organic,2019,Charlotte,NC,2428,1.39,19067,2428,26503.129999999997
2019-03-03,$1.30 ,669455,conventional,2019,Chicago,IL,2030,1.3,669455,2030,870291.5
2019-03-03,$1.55 ,68164,organic,2019,Chicago,IL,2030,1.55,68164,2030,105654.2
2019-03-03,$0.93 ,351296,conventional,2019,CincinnatiDayton,OH,2190,0.93,351296,2190,326705.28
2019-03-03,$1.78 ,15253,organic,2019,CincinnatiDayton,OH,2190,1.78,15253,2190,27150.34
2019-03-03,$0.89 ,269097,conventional,2019,Columbus,OH,2261,0.89,269097,2261,239496.33000000002
2019-03-03,$1.61 ,11353,organic,2019,Columbus,OH,2261,1.61,11353,2261,18278.33
2019-03-03,$0.76 ,1435870,conventional,2019,DallasFtWorth,TX,1449,0.76,1435870,1449,1091261.2
2019-03-03,$1.41 ,32662,organic,2019,DallasFtWorth,TX,1449,1.41,32662,1449,46053.42
2019-03-03,$1.03 ,1074007,conventional,2019,Denver,CO,1032,1.03,1074007,1032,1106227.21
2019-03-03,$1.37 ,43014,organic,2019,Denver,CO,1032,1.37,43014,1032,58929.18000000001
2019-03-03,$1.02 ,493622,conventional,2019,Detroit,MI,2296,1.02,493622,2296,503494.44
2019-03-03,$1.77 ,14061,organic,2019,Detroit,MI,2296,1.77,14061,2296,24887.97
2019-03-03,$1.47 ,136516,conventional,2019,Grand Rapids,MI,2193,1.47,136516,2193,200678.52
2019-03-03,$1.54 ,5547,organic,2019,Grand Rapids,MI,2193,1.54,5547,2193,8542.380000000001
2019-03-03,$1.14 ,293125,conventional,2019,HarrisburgScranton,PA,2717,1.14,293125,2717,334162.5
2019-03-03,$1.29 ,26404,organic,2019,HarrisburgScranton,PA,2717,1.29,26404,2717,34061.16
2019-03-03,$1.34 ,318579,conventional,2019,HartfordSpringfield,CT,2906,1.34,318579,2906,426895.86000000004
2019-03-03,$1.74 ,22170,organic,2019,HartfordSpringfield,CT,2906,1.74,22170,2906,38575.8
2019-03-03,$0.75 ,1046704,conventional,2019,Houston,TX,1656,0.75,1046704,1656,785028.0
2019-03-03,$1.60 ,24187,organic,2019,Houston,TX,1656,1.6,24187,1656,38699.200000000004
2019-03-03,$0.92 ,273511,conventional,2019,Indianapolis,IN,2083,0.92,273511,2083,251630.12000000002
2019-03-03,$1.54 ,8814,organic,2019,Indianapolis,IN,2083,1.54,8814,2083,13573.56
2019-03-03,$0.99 ,236494,conventional,2019,Jacksonville,FL,2440,0.99,236494,2440,234129.06
2019-03-03,$1.53 ,6830,organic,2019,Jacksonville,FL,2440,1.53,6830,2440,10449.9
2019-03-03,$0.94 ,373073,conventional,2019,Las Vegas,NV,286,0.94,373073,286,350688.62
2019-03-03,$1.42 ,15541,organic,2019,Las Vegas,NV,286,1.42,15541,286,22068.219999999998
2019-03-03,$1.07 ,2707053,conventional,2019,Los Angeles,CA,111,1.07,2707053,111,2896546.71
2019-03-03,$1.85 ,87311,organic,2019,Los Angeles,CA,111,1.85,87311,111,161525.35
2019-03-03,$1.09 ,110917,conventional,2019,Louisville,KY,2101,1.09,110917,2101,120899.53000000001
2019-03-03,$1.78 ,5666,organic,2019,Louisville,KY,2101,1.78,5666,2101,10085.48
2019-03-03,$0.94 ,256084,conventional,2019,Nashville,TN,2022,0.94,256084,2022,240718.96
2019-03-03,$1.70 ,12212,organic,2019,Nashville,TN,2022,1.7,12212,2022,20760.399999999998
2019-03-03,$0.99 ,289895,conventional,2019,New Orleans,LA,1954,0.99,289895,1954,286996.05
2019-03-03,$1.35 ,6111,organic,2019,New Orleans,LA,1954,1.35,6111,1954,8249.85
2019-03-03,$1.33 ,1587000,conventional,2019,New York,NY,2794,1.33,1587000,2794,2110710.0
2019-03-03,$1.58 ,166062,organic,2019,New York,NY,2794,1.58,166062,2794,262377.96
2019-03-03,$0.97 ,577607,conventional,2019,Orlando,FL,2617,0.97,577607,2617,560278.79
2019-03-03,$1.51 ,17349,organic,2019,Orlando,FL,2617,1.51,17349,2617,26196.99
2019-03-03,$1.30 ,460368,conventional,2019,Philadelphia,PA,2759,1.3,460368,2759,598478.4
2019-03-03,$1.47 ,41032,organic,2019,Philadelphia,PA,2759,1.47,41032,2759,60317.04
2019-03-03,$0.78 ,1225250,conventional,2019,PhoenixTucson,AZ,482,0.78,1225250,482,955695.0
2019-03-03,$1.26 ,38398,organic,2019,PhoenixTucson,AZ,482,1.26,38398,482,48381.48
2019-03-03,$1.23 ,102076,conventional,2019,Pittsburgh,PA,2445,1.23,102076,2445,125553.48
2019-03-03,$1.29 ,12366,organic,2019,Pittsburgh,PA,2445,1.29,12366,2445,15952.140000000001
2019-03-03,$1.16 ,599632,conventional,2019,Portland,OR,855,1.16,599632,855,695573.12
2019-03-03,$1.50 ,35765,organic,2019,Portland,OR,855,1.5,35765,855,53647.5
2019-03-03,$1.06 ,384094,conventional,2019,RaleighGreensboro,NC,2557,1.06,384094,2557,407139.64
2019-03-03,$1.40 ,22300,organic,2019,RaleighGreensboro,NC,2557,1.4,22300,2557,31219.999999999996
2019-03-03,$1.04 ,275222,conventional,2019,RichmondNorfolk,VA,2632,1.04,275222,2632,286230.88
2019-03-03,$1.38 ,21144,organic,2019,RichmondNorfolk,VA,2632,1.38,21144,2632,29178.719999999998
2019-03-03,$1.32 ,479869,conventional,2019,Sacramento,CA,277,1.32,479869,277,633427.0800000001
2019-03-03,$1.73 ,12709,organic,2019,Sacramento,CA,277,1.73,12709,277,21986.57
2019-03-03,$1.16 ,428036,conventional,2019,San Diego,CA,253,1.16,428036,253,496521.75999999995
2019-03-03,$1.90 ,18683,organic,2019,San Diego,CA,253,1.9,18683,253,35497.7
2019-03-03,$1.46 ,800879,conventional,2019,San Francisco,CA,283,1.46,800879,283,1169283.34
2019-03-03,$1.88 ,48097,organic,2019,San Francisco,CA,283,1.88,48097,283,90422.36
2019-03-03,$1.40 ,474702,conventional,2019,Seattle,WA,1029,1.4,474702,1029,664582.7999999999
2019-03-03,$1.86 ,48586,organic,2019,Seattle,WA,1029,1.86,48586,1029,90369.96
2019-03-03,$1.26 ,69806,conventional,2019,Spokane,WA,1097,1.26,69806,1097,87955.56
2019-03-03,$1.76 ,4650,organic,2019,Spokane,WA,1097,1.76,4650,1097,8184.0
2019-03-03,$1.18 ,190993,conventional,2019,St. Louis,MO,1841,1.18,190993,1841,225371.74
2019-03-03,$2.23 ,6447,organic,2019,St. Louis,MO,1841,2.23,6447,1841,14376.81
2019-03-03,$1.17 ,72217,conventional,2019,Syracuse,NY,2693,1.17,72217,2693,84493.89
2019-03-03,$1.40 ,6473,organic,2019,Syracuse,NY,2693,1.4,6473,2693,9062.199999999999
2019-03-03,$0.97 ,631948,conventional,2019,Tampa,FL,2636,0.97,631948,2636,612989.5599999999
2019-03-03,$1.36 ,15015,organic,2019,Tampa,FL,2636,1.36,15015,2636,20420.4
2019-03-10,$0.82 ,157968,conventional,2019,Albany,NY,2832,0.82,157968,2832,129533.76
2019-03-10,$1.29 ,4987,organic,2019,Albany,NY,2832,1.29,4987,2832,6433.2300000000005
2019-03-10,$0.98 ,675026,conventional,2019,Atlanta,GA,2199,0.98,675026,2199,661525.48
2019-03-10,$1.59 ,27972,organic,2019,Atlanta,GA,2199,1.59,27972,2199,44475.48
2019-03-10,$1.31 ,855023,conventional,2019,BaltimoreWashington,MD,2679,1.31,855023,2679,1120080.1300000001
2019-03-10,$1.38 ,72043,organic,2019,BaltimoreWashington,MD,2679,1.38,72043,2679,99419.34
2019-03-10,$1.21 ,109491,conventional,2019,Boise,ID,827,1.21,109491,827,132484.11
2019-03-10,$1.74 ,3660,organic,2019,Boise,ID,827,1.74,3660,827,6368.4
2019-03-10,$1.27 ,680759,conventional,2019,Boston,MA,2998,1.27,680759,2998,864563.93
2019-03-10,$1.64 ,27093,organic,2019,Boston,MA,2998,1.64,27093,2998,44432.52
2019-03-10,$1.19 ,182057,conventional,2019,BuffaloRochester,NY,2552,1.19,182057,2552,216647.83
2019-03-10,$1.36 ,17616,organic,2019,BuffaloRochester,NY,2552,1.36,17616,2552,23957.760000000002
2019-03-10,$1.15 ,288589,conventional,2019,Charlotte,NC,2428,1.15,288589,2428,331877.35
2019-03-10,$1.40 ,18672,organic,2019,Charlotte,NC,2428,1.4,18672,2428,26140.8
2019-03-10,$1.24 ,753636,conventional,2019,Chicago,IL,2030,1.24,753636,2030,934508.64
2019-03-10,$1.46 ,55928,organic,2019,Chicago,IL,2030,1.46,55928,2030,81654.88
2019-03-10,$0.97 ,322718,conventional,2019,CincinnatiDayton,OH,2190,0.97,322718,2190,313036.45999999996
2019-03-10,$1.77 ,13792,organic,2019,CincinnatiDayton,OH,2190,1.77,13792,2190,24411.84
2019-03-10,$0.91 ,247827,conventional,2019,Columbus,OH,2261,0.91,247827,2261,225522.57
2019-03-10,$1.50 ,12451,organic,2019,Columbus,OH,2261,1.5,12451,2261,18676.5
2019-03-10,$0.67 ,1620429,conventional,2019,DallasFtWorth,TX,1449,0.67,1620429,1449,1085687.4300000002
2019-03-10,$1.36 ,33863,organic,2019,DallasFtWorth,TX,1449,1.36,33863,1449,46053.68
2019-03-10,$1.04 ,870199,conventional,2019,Denver,CO,1032,1.04,870199,1032,905006.9600000001
2019-03-10,$1.19 ,68840,organic,2019,Denver,CO,1032,1.19,68840,1032,81919.59999999999
2019-03-10,$1.00 ,510419,conventional,2019,Detroit,MI,2296,1.0,510419,2296,510419.0
2019-03-10,$1.64 ,16009,organic,2019,Detroit,MI,2296,1.64,16009,2296,26254.76
2019-03-10,$1.40 ,156822,conventional,2019,Grand Rapids,MI,2193,1.4,156822,2193,219550.8
2019-03-10,$1.68 ,5421,organic,2019,Grand Rapids,MI,2193,1.68,5421,2193,9107.279999999999
2019-03-10,$1.12 ,299647,conventional,2019,HarrisburgScranton,PA,2717,1.12,299647,2717,335604.64
2019-03-10,$1.29 ,27864,organic,2019,HarrisburgScranton,PA,2717,1.29,27864,2717,35944.56
2019-03-10,$1.32 ,347567,conventional,2019,HartfordSpringfield,CT,2906,1.32,347567,2906,458788.44
2019-03-10,$1.72 ,18525,organic,2019,HartfordSpringfield,CT,2906,1.72,18525,2906,31863.0
2019-03-10,$0.63 ,1404142,conventional,2019,Houston,TX,1656,0.63,1404142,1656,884609.46
2019-03-10,$1.52 ,21358,organic,2019,Houston,TX,1656,1.52,21358,1656,32464.16
2019-03-10,$0.92 ,261446,conventional,2019,Indianapolis,IN,2083,0.92,261446,2083,240530.32
2019-03-10,$1.67 ,7095,organic,2019,Indianapolis,IN,2083,1.67,7095,2083,11848.65
2019-03-10,$1.11 ,193509,conventional,2019,Jacksonville,FL,2440,1.11,193509,2440,214794.99000000002
2019-03-10,$1.59 ,7672,organic,2019,Jacksonville,FL,2440,1.59,7672,2440,12198.480000000001
2019-03-10,$0.95 ,379181,conventional,2019,Las Vegas,NV,286,0.95,379181,286,360221.95
2019-03-10,$1.43 ,12760,organic,2019,Las Vegas,NV,286,1.43,12760,286,18246.8
2019-03-10,$1.06 ,2883171,conventional,2019,Los Angeles,CA,111,1.06,2883171,111,3056161.2600000002
2019-03-10,$1.82 ,82073,organic,2019,Los Angeles,CA,111,1.82,82073,111,149372.86000000002
2019-03-10,$0.95 ,132316,conventional,2019,Louisville,KY,2101,0.95,132316,2101,125700.2
2019-03-10,$1.57 ,6710,organic,2019,Louisville,KY,2101,1.57,6710,2101,10534.7
2019-03-10,$0.88 ,284910,conventional,2019,Nashville,TN,2022,0.88,284910,2022,250720.8
2019-03-10,$1.58 ,11912,organic,2019,Nashville,TN,2022,1.58,11912,2022,18820.96
2019-03-10,$1.01 ,311314,conventional,2019,New Orleans,LA,1954,1.01,311314,1954,314427.14
2019-03-10,$1.35 ,6873,organic,2019,New Orleans,LA,1954,1.35,6873,1954,9278.550000000001
2019-03-10,$1.29 ,1806057,conventional,2019,New York,NY,2794,1.29,1806057,2794,2329813.5300000003
2019-03-10,$1.67 ,105267,organic,2019,New York,NY,2794,1.67,105267,2794,175795.88999999998
2019-03-10,$1.08 ,462356,conventional,2019,Orlando,FL,2617,1.08,462356,2617,499344.48000000004
2019-03-10,$1.47 ,20071,organic,2019,Orlando,FL,2617,1.47,20071,2617,29504.37
2019-03-10,$1.26 ,530695,conventional,2019,Philadelphia,PA,2759,1.26,530695,2759,668675.7
2019-03-10,$1.43 ,36988,organic,2019,Philadelphia,PA,2759,1.43,36988,2759,52892.84
2019-03-10,$0.75 ,1277070,conventional,2019,PhoenixTucson,AZ,482,0.75,1277070,482,957802.5
2019-03-10,$1.27 ,37252,organic,2019,PhoenixTucson,AZ,482,1.27,37252,482,47310.04
2019-03-10,$1.22 ,101375,conventional,2019,Pittsburgh,PA,2445,1.22,101375,2445,123677.5
2019-03-10,$1.26 ,13987,organic,2019,Pittsburgh,PA,2445,1.26,13987,2445,17623.62
2019-03-10,$1.20 ,665273,conventional,2019,Portland,OR,855,1.2,665273,855,798327.6
2019-03-10,$1.89 ,27205,organic,2019,Portland,OR,855,1.89,27205,855,51417.45
2019-03-10,$1.08 ,378294,conventional,2019,RaleighGreensboro,NC,2557,1.08,378294,2557,408557.52
2019-03-10,$1.38 ,22582,organic,2019,RaleighGreensboro,NC,2557,1.38,22582,2557,31163.159999999996
2019-03-10,$0.94 ,305416,conventional,2019,RichmondNorfolk,VA,2632,0.94,305416,2632,287091.04
2019-03-10,$1.28 ,24142,organic,2019,RichmondNorfolk,VA,2632,1.28,24142,2632,30901.760000000002
2019-03-10,$1.32 ,489713,conventional,2019,Sacramento,CA,277,1.32,489713,277,646421.16
2019-03-10,$1.75 ,13153,organic,2019,Sacramento,CA,277,1.75,13153,277,23017.75
2019-03-10,$1.16 ,462199,conventional,2019,San Diego,CA,253,1.16,462199,253,536150.84
2019-03-10,$1.87 ,16259,organic,2019,San Diego,CA,253,1.87,16259,253,30404.33
2019-03-10,$1.42 ,813610,conventional,2019,San Francisco,CA,283,1.42,813610,283,1155326.2
2019-03-10,$1.91 ,47769,organic,2019,San Francisco,CA,283,1.91,47769,283,91238.79
2019-03-10,$1.46 ,509276,conventional,2019,Seattle,WA,1029,1.46,509276,1029,743542.96
2019-03-10,$2.08 ,42382,organic,2019,Seattle,WA,1029,2.08,42382,1029,88154.56
2019-03-10,$1.33 ,75767,conventional,2019,Spokane,WA,1097,1.33,75767,1097,100770.11
2019-03-10,$1.94 ,3972,organic,2019,Spokane,WA,1097,1.94,3972,1097,7705.679999999999
2019-03-10,$1.10 ,180764,conventional,2019,St. Louis,MO,1841,1.1,180764,1841,198840.40000000002
2019-03-10,$2.07 ,5704,organic,2019,St. Louis,MO,1841,2.07,5704,1841,11807.279999999999
2019-03-10,$1.02 ,89505,conventional,2019,Syracuse,NY,2693,1.02,89505,2693,91295.1
2019-03-10,$1.31 ,6693,organic,2019,Syracuse,NY,2693,1.31,6693,2693,8767.83
2019-03-10,$1.09 ,486693,conventional,2019,Tampa,FL,2636,1.09,486693,2636,530495.37
2019-03-10,$1.38 ,17476,organic,2019,Tampa,FL,2636,1.38,17476,2636,24116.879999999997
2019-03-17,$1.05 ,95304,conventional,2019,Albany,NY,2832,1.05,95304,2832,100069.2
2019-03-17,$1.36 ,4549,organic,2019,Albany,NY,2832,1.36,4549,2832,6186.64
2019-03-17,$0.95 ,738090,conventional,2019,Atlanta,GA,2199,0.95,738090,2199,701185.5
2019-03-17,$1.62 ,26732,organic,2019,Atlanta,GA,2199,1.62,26732,2199,43305.840000000004
2019-03-17,$1.27 ,897339,conventional,2019,BaltimoreWashington,MD,2679,1.27,897339,2679,1139620.53
2019-03-17,$1.47 ,61647,organic,2019,BaltimoreWashington,MD,2679,1.47,61647,2679,90621.09
2019-03-17,$1.14 ,112044,conventional,2019,Boise,ID,827,1.14,112044,827,127730.15999999999
2019-03-17,$1.44 ,4381,organic,2019,Boise,ID,827,1.44,4381,827,6308.639999999999
2019-03-17,$1.33 ,610454,conventional,2019,Boston,MA,2998,1.33,610454,2998,811903.8200000001
2019-03-17,$1.68 ,25317,organic,2019,Boston,MA,2998,1.68,25317,2998,42532.56
2019-03-17,$1.17 ,173690,conventional,2019,BuffaloRochester,NY,2552,1.17,173690,2552,203217.3
2019-03-17,$1.41 ,16086,organic,2019,BuffaloRochester,NY,2552,1.41,16086,2552,22681.26
