Date,Average_price($/unit) ,Total_Volume (units),Type,Year,City,State,Mileage (miles)
2017-07-30,$1.78 ,2427,organic,2017,Jacksonville, FL,2440
2017-07-30,$1.29 ,288906,conventional,2017,Las Vegas, NV,286
2017-07-30,$1.72 ,10423,organic,2017,Las Vegas, NV,286
2017-07-30,$1.39 ,2426028,conventional,2017,Los Angeles, CA,111
2017-07-30,$2.10 ,67791,organic,2017,Los Angeles, CA,111
2017-07-30,$1.30 ,90429,conventional,2017,Louisville, KY,2101
2017-07-30,$1.56 ,4666,organic,2017,Louisville, KY,2101
2017-07-30,$1.14 ,217775,conventional,2017,Nashville, TN,2022
2017-07-30,$1.50 ,8654,organic,2017,Nashville, TN,2022
2017-07-30,$1.40 ,246037,conventional,2017,New Orleans, LA,1954
2017-07-30,$1.25 ,5816,organic,2017,New Orleans, LA,1954
2017-07-30,$1.52 ,1306226,conventional,2017,New York, NY,2794
2017-07-30,$1.88 ,71036,organic,2017,New York, NY,2794
2017-07-30,$1.40 ,321423,conventional,2017,Orlando, FL,2617
2017-07-30,$1.69 ,4641,organic,2017,Orlando, FL,2617
2017-07-30,$1.47 ,404030,conventional,2017,Philadelphia, PA,2759
2017-07-30,$1.74 ,21425,organic,2017,Philadelphia, PA,2759
2017-07-30,$0.96 ,930918,conventional,2017,PhoenixTucson, AZ,482
2017-07-30,$1.90 ,10626,organic,2017,PhoenixTucson, AZ,482
2017-07-30,$1.29 ,104351,conventional,2017,Pittsburgh, PA,2445
2017-07-30,$1.43 ,10125,organic,2017,Pittsburgh, PA,2445
2017-07-30,$1.34 ,575652,conventional,2017,Portland, OR,855
2017-07-30,$2.29 ,28171,organic,2017,Portland, OR,855
2017-07-30,$1.31 ,289053,conventional,2017,RaleighGreensboro, NC,2557
2017-07-30,$2.11 ,9180,organic,2017,RaleighGreensboro, NC,2557
2017-07-30,$1.26 ,229911,conventional,2017,RichmondNorfolk, VA,2632
2017-07-30,$1.56 ,14439,organic,2017,RichmondNorfolk, VA,2632
2017-07-30,$1.41 ,503413,conventional,2017,Sacramento, CA,277
2017-07-30,$1.86 ,5676,organic,2017,Sacramento, CA,277
2017-07-30,$1.48 ,444014,conventional,2017,San Diego, CA,253
2017-07-30,$2.37 ,12595,organic,2017,San Diego, CA,253
2017-07-30,$1.30 ,897444,conventional,2017,San Francisco, CA,283
2017-07-30,$2.14 ,10110,organic,2017,San Francisco, CA,283
2017-07-30,$1.72 ,470813,conventional,2017,Seattle, WA,1029
2017-07-30,$2.60 ,28587,organic,2017,Seattle, WA,1029
2017-07-30,$1.56 ,75068,conventional,2017,Spokane, WA,1097
2017-07-30,$2.38 ,3375,organic,2017,Spokane, WA,1097
2017-07-30,$1.52 ,154896,conventional,2017,St. Louis, MO,1841
2017-07-30,$2.11 ,6859,organic,2017,St. Louis, MO,1841
2017-07-30,$1.43 ,64459,conventional,2017,Syracuse, NY,2693
2017-07-30,$1.44 ,4568,organic,2017,Syracuse, NY,2693
2017-07-30,$1.44 ,317251,conventional,2017,Tampa, FL,2636
2017-07-30,$1.57 ,3724,organic,2017,Tampa, FL,2636
2017-08-06,$1.53 ,92938,conventional,2017,Albany, NY,2832
2017-08-06,$1.98 ,2576,organic,2017,Albany, NY,2832
2017-08-06,$1.36 ,518140,conventional,2017,Atlanta, GA,2199
2017-08-06,$1.97 ,13999,organic,2017,Atlanta, GA,2199
2017-08-06,$1.47 ,695849,conventional,2017,BaltimoreWashington, MD,2679
2017-08-06,$1.65 ,41701,organic,2017,BaltimoreWashington, MD,2679
2017-08-06,$1.54 ,73710,conventional,2017,Boise, ID,827
2017-08-06,$2.21 ,2091,organic,2017,Boise, ID,827
2017-08-06,$1.55 ,604759,conventional,2017,Boston, MA,2998
2017-08-06,$1.61 ,22038,organic,2017,Boston, MA,2998
2017-08-06,$1.32 ,155635,conventional,2017,BuffaloRochester, NY,2552
2017-08-06,$1.34 ,12706,organic,2017,BuffaloRochester, NY,2552
2017-08-06,$1.43 ,206494,conventional,2017,Charlotte, NC,2428
2017-08-06,$2.36 ,10271,organic,2017,Charlotte, NC,2428
2017-08-06,$1.72 ,692141,conventional,2017,Chicago, IL,2030
2017-08-06,$1.74 ,13742,organic,2017,Chicago, IL,2030
2017-08-06,$1.46 ,236485,conventional,2017,CincinnatiDayton, OH,2190
2017-08-06,$2.06 ,10853,organic,2017,CincinnatiDayton, OH,2190
2017-08-06,$1.21 ,194759,conventional,2017,Columbus, OH,2261
2017-08-06,$1.72 ,7588,organic,2017,Columbus, OH,2261
2017-08-06,$0.98 ,1253538,conventional,2017,DallasFtWorth, TX,1449
2017-08-06,$1.63 ,21766,organic,2017,DallasFtWorth, TX,1449
2017-08-06,$1.43 ,638889,conventional,2017,Denver, CO,1032
2017-08-06,$1.95 ,19766,organic,2017,Denver, CO,1032
2017-08-06,$1.25 ,400746,conventional,2017,Detroit, MI,2296
2017-08-06,$1.68 ,16060,organic,2017,Detroit, MI,2296
2017-08-06,$1.45 ,167235,conventional,2017,Grand Rapids, MI,2193
2017-08-06,$1.29 ,5286,organic,2017,Grand Rapids, MI,2193
2017-08-06,$1.37 ,235903,conventional,2017,HarrisburgScranton, PA,2717
2017-08-06,$1.63 ,13641,organic,2017,HarrisburgScranton, PA,2717
2017-08-06,$1.60 ,262304,conventional,2017,HartfordSpringfield, CT,2906
2017-08-06,$2.11 ,13549,organic,2017,HartfordSpringfield, CT,2906
2017-08-06,$0.99 ,1192889,conventional,2017,Houston, TX,1656
2017-08-06,$1.40 ,37756,organic,2017,Houston, TX,1656
2017-08-06,$1.35 ,170537,conventional,2017,Indianapolis, IN,2083
2017-08-06,$1.45 ,8573,organic,2017,Indianapolis, IN,2083
2017-08-06,$1.44 ,148238,conventional,2017,Jacksonville, FL,2440
2017-08-06,$2.09 ,1552,organic,2017,Jacksonville, FL,2440
2017-08-06,$1.30 ,283779,conventional,2017,Las Vegas, NV,286
2017-08-06,$1.74 ,10124,organic,2017,Las Vegas, NV,286
2017-08-06,$1.22 ,2742628,conventional,2017,Los Angeles, CA,111
2017-08-06,$2.10 ,67081,organic,2017,Los Angeles, CA,111
2017-08-06,$1.30 ,95141,conventional,2017,Louisville, KY,2101
2017-08-06,$1.73 ,3557,organic,2017,Louisville, KY,2101
2017-08-06,$1.13 ,243526,conventional,2017,Nashville, TN,2022
2017-08-06,$1.54 ,8077,organic,2017,Nashville, TN,2022
2017-08-06,$1.33 ,240983,conventional,2017,New Orleans, LA,1954
2017-08-06,$1.18 ,6995,organic,2017,New Orleans, LA,1954
2017-08-06,$1.56 ,1277420,conventional,2017,New York, NY,2794
2017-08-06,$1.91 ,72075,organic,2017,New York, NY,2794
2017-08-06,$1.41 ,326356,conventional,2017,Orlando, FL,2617
2017-08-06,$1.82 ,4036,organic,2017,Orlando, FL,2617
2017-08-06,$1.48 ,382653,conventional,2017,Philadelphia, PA,2759
2017-08-06,$1.78 ,20197,organic,2017,Philadelphia, PA,2759
2017-08-06,$0.94 ,974933,conventional,2017,PhoenixTucson, AZ,482
2017-08-06,$1.84 ,10738,organic,2017,PhoenixTucson, AZ,482
2017-08-06,$1.29 ,105595,conventional,2017,Pittsburgh, PA,2445
2017-08-06,$1.43 ,10179,organic,2017,Pittsburgh, PA,2445
2017-08-06,$1.58 ,540879,conventional,2017,Portland, OR,855
2017-08-06,$2.14 ,27316,organic,2017,Portland, OR,855
2017-08-06,$1.29 ,288675,conventional,2017,RaleighGreensboro, NC,2557
2017-08-06,$2.51 ,14134,organic,2017,RaleighGreensboro, NC,2557
2017-08-06,$1.26 ,234102,conventional,2017,RichmondNorfolk, VA,2632
2017-08-06,$1.66 ,12744,organic,2017,RichmondNorfolk, VA,2632
2017-08-06,$1.46 ,471016,conventional,2017,Sacramento, CA,277
2017-08-06,$1.99 ,6886,organic,2017,Sacramento, CA,277
2017-08-06,$1.34 ,476536,conventional,2017,San Diego, CA,253
2017-08-06,$2.37 ,12982,organic,2017,San Diego, CA,253
2017-08-06,$1.62 ,723558,conventional,2017,San Francisco, CA,283
2017-08-06,$2.33 ,13351,organic,2017,San Francisco, CA,283
2017-08-06,$1.73 ,493704,conventional,2017,Seattle, WA,1029
2017-08-06,$2.58 ,29977,organic,2017,Seattle, WA,1029
2017-08-06,$1.55 ,77833,conventional,2017,Spokane, WA,1097
2017-08-06,$2.45 ,3628,organic,2017,Spokane, WA,1097
2017-08-06,$1.49 ,163833,conventional,2017,St. Louis, MO,1841
2017-08-06,$2.15 ,8848,organic,2017,St. Louis, MO,1841
2017-08-06,$1.40 ,69322,conventional,2017,Syracuse, NY,2693
2017-08-06,$1.37 ,5742,organic,2017,Syracuse, NY,2693
2017-08-06,$1.46 ,312639,conventional,2017,Tampa, FL,2636
2017-08-06,$1.60 ,3055,organic,2017,Tampa, FL,2636
2017-08-13,$1.52 ,133070,conventional,2017,Albany, NY,2832
2017-08-13,$1.90 ,2260,organic,2017,Albany, NY,2832
2017-08-13,$1.37 ,534059,conventional,2017,Atlanta, GA,2199
2017-08-13,$2.14 ,14534,organic,2017,Atlanta, GA,2199
2017-08-13,$1.48 ,697321,conventional,2017,BaltimoreWashington, MD,2679
2017-08-13,$1.66 ,40536,organic,2017,BaltimoreWashington, MD,2679
2017-08-13,$1.51 ,70717,conventional,2017,Boise, ID,827
2017-08-13,$2.32 ,1817,organic,2017,Boise, ID,827
2017-08-13,$1.52 ,624419,conventional,2017,Boston, MA,2998
2017-08-13,$1.77 ,18947,organic,2017,Boston, MA,2998
2017-08-13,$1.32 ,144619,conventional,2017,BuffaloRochester, NY,2552
2017-08-13,$1.27 ,10212,organic,2017,BuffaloRochester, NY,2552
2017-08-13,$1.47 ,209771,conventional,2017,Charlotte, NC,2428
2017-08-13,$2.35 ,10438,organic,2017,Charlotte, NC,2428
2017-08-13,$1.89 ,640354,conventional,2017,Chicago, IL,2030
2017-08-13,$1.69 ,17452,organic,2017,Chicago, IL,2030
2017-08-13,$1.34 ,261154,conventional,2017,CincinnatiDayton, OH,2190
2017-08-13,$1.97 ,7797,organic,2017,CincinnatiDayton, OH,2190
2017-08-13,$1.52 ,151390,conventional,2017,Columbus, OH,2261
2017-08-13,$1.73 ,7526,organic,2017,Columbus, OH,2261
2017-08-13,$1.00 ,1263766,conventional,2017,DallasFtWorth, TX,1449
2017-08-13,$1.68 ,18826,organic,2017,DallasFtWorth, TX,1449
2017-08-13,$1.46 ,635905,conventional,2017,Denver, CO,1032
2017-08-13,$2.08 ,22376,organic,2017,Denver, CO,1032
2017-08-13,$1.55 ,286679,conventional,2017,Detroit, MI,2296
2017-08-13,$1.54 ,14500,organic,2017,Detroit, MI,2296
2017-08-13,$1.70 ,125213,conventional,2017,Grand Rapids, MI,2193
2017-08-13,$1.18 ,7535,organic,2017,Grand Rapids, MI,2193
2017-08-13,$1.43 ,238230,conventional,2017,HarrisburgScranton, PA,2717
2017-08-13,$1.69 ,14483,organic,2017,HarrisburgScranton, PA,2717
2017-08-13,$1.63 ,263625,conventional,2017,HartfordSpringfield, CT,2906
2017-08-13,$2.26 ,13331,organic,2017,HartfordSpringfield, CT,2906
2017-08-13,$0.99 ,1332233,conventional,2017,Houston, TX,1656
2017-08-13,$1.39 ,26156,organic,2017,Houston, TX,1656
2017-08-13,$1.49 ,154354,conventional,2017,Indianapolis, IN,2083
2017-08-13,$1.41 ,8976,organic,2017,Indianapolis, IN,2083
2017-08-13,$1.49 ,171996,conventional,2017,Jacksonville, FL,2440
2017-08-13,$2.00 ,1764,organic,2017,Jacksonville, FL,2440
2017-08-13,$1.18 ,323794,conventional,2017,Las Vegas, NV,286
2017-08-13,$2.05 ,6042,organic,2017,Las Vegas, NV,286
2017-08-13,$1.19 ,2832850,conventional,2017,Los Angeles, CA,111
2017-08-13,$2.04 ,72818,organic,2017,Los Angeles, CA,111
2017-08-13,$1.38 ,93448,conventional,2017,Louisville, KY,2101
2017-08-13,$1.67 ,2741,organic,2017,Louisville, KY,2101
2017-08-13,$1.05 ,268656,conventional,2017,Nashville, TN,2022
2017-08-13,$1.61 ,4739,organic,2017,Nashville, TN,2022
2017-08-13,$1.39 ,236699,conventional,2017,New Orleans, LA,1954
2017-08-13,$1.20 ,8220,organic,2017,New Orleans, LA,1954
2017-08-13,$1.58 ,1267239,conventional,2017,New York, NY,2794
2017-08-13,$2.07 ,73310,organic,2017,New York, NY,2794
2017-08-13,$1.44 ,363917,conventional,2017,Orlando, FL,2617
2017-08-13,$2.12 ,6193,organic,2017,Orlando, FL,2617
2017-08-13,$1.54 ,385891,conventional,2017,Philadelphia, PA,2759
2017-08-13,$1.79 ,22362,organic,2017,Philadelphia, PA,2759
2017-08-13,$1.01 ,940391,conventional,2017,PhoenixTucson, AZ,482
2017-08-13,$2.01 ,9895,organic,2017,PhoenixTucson, AZ,482
2017-08-13,$1.27 ,106929,conventional,2017,Pittsburgh, PA,2445
2017-08-13,$1.44 ,9150,organic,2017,Pittsburgh, PA,2445
2017-08-13,$1.71 ,432924,conventional,2017,Portland, OR,855
2017-08-13,$2.33 ,20029,organic,2017,Portland, OR,855
2017-08-13,$1.39 ,275406,conventional,2017,RaleighGreensboro, NC,2557
2017-08-13,$2.29 ,11388,organic,2017,RaleighGreensboro, NC,2557
2017-08-13,$1.35 ,214146,conventional,2017,RichmondNorfolk, VA,2632
2017-08-13,$1.79 ,11129,organic,2017,RichmondNorfolk, VA,2632
2017-08-13,$1.44 ,455886,conventional,2017,Sacramento, CA,277
2017-08-13,$2.09 ,8707,organic,2017,Sacramento, CA,277
2017-08-13,$1.24 ,499111,conventional,2017,San Diego, CA,253
2017-08-13,$2.32 ,12511,organic,2017,San Diego, CA,253
2017-08-13,$1.29 ,821396,conventional,2017,San Francisco, CA,283
2017-08-13,$2.57 ,22296,organic,2017,San Francisco, CA,283
2017-08-13,$1.81 ,438236,conventional,2017,Seattle, WA,1029
2017-08-13,$2.65 ,27149,organic,2017,Seattle, WA,1029
2017-08-13,$1.67 ,68141,conventional,2017,Spokane, WA,1097
2017-08-13,$2.55 ,3503,organic,2017,Spokane, WA,1097
2017-08-13,$1.49 ,169527,conventional,2017,St. Louis, MO,1841
2017-08-13,$2.28 ,5429,organic,2017,St. Louis, MO,1841
2017-08-13,$1.45 ,78489,conventional,2017,Syracuse, NY,2693
2017-08-13,$1.39 ,4017,organic,2017,Syracuse, NY,2693
2017-08-13,$1.49 ,367628,conventional,2017,Tampa, FL,2636
2017-08-13,$1.57 ,4125,organic,2017,Tampa, FL,2636
2017-08-20,$1.61 ,74620,conventional,2017,Albany, NY,2832
2017-08-20,$1.86 ,2584,organic,2017,Albany, NY,2832
2017-08-20,$1.43 ,475922,conventional,2017,Atlanta, GA,2199
2017-08-20,$2.18 ,17338,organic,2017,Atlanta, GA,2199
2017-08-20,$1.57 ,691636,conventional,2017,BaltimoreWashington, MD,2679
2017-08-20,$1.75 ,39134,organic,2017,BaltimoreWashington, MD,2679
2017-08-20,$1.37 ,88031,conventional,2017,Boise, ID,827
2017-08-20,$2.62 ,1662,organic,2017,Boise, ID,827
2017-08-20,$1.77 ,474982,conventional,2017,Boston, MA,2998
2017-08-20,$1.72 ,22955,organic,2017,Boston, MA,2998
2017-08-20,$1.34 ,142109,conventional,2017,BuffaloRochester, NY,2552
2017-08-20,$1.46 ,8236,organic,2017,BuffaloRochester, NY,2552
2017-08-20,$1.52 ,212479,conventional,2017,Charlotte, NC,2428
2017-08-20,$2.48 ,10483,organic,2017,Charlotte, NC,2428
2017-08-20,$1.88 ,674811,conventional,2017,Chicago, IL,2030
2017-08-20,$1.71 ,13897,organic,2017,Chicago, IL,2030
2017-08-20,$1.15 ,307618,conventional,2017,CincinnatiDayton, OH,2190
2017-08-20,$1.92 ,8699,organic,2017,CincinnatiDayton, OH,2190
2017-08-20,$1.23 ,211280,conventional,2017,Columbus, OH,2261
2017-08-20,$1.80 ,7564,organic,2017,Columbus, OH,2261
2017-08-20,$0.99 ,1163467,conventional,2017,DallasFtWorth, TX,1449
2017-08-20,$1.80 ,21150,organic,2017,DallasFtWorth, TX,1449
2017-08-20,$1.20 ,877603,conventional,2017,Denver, CO,1032
2017-08-20,$2.11 ,17339,organic,2017,Denver, CO,1032
2017-08-20,$1.25 ,388251,conventional,2017,Detroit, MI,2296
2017-08-20,$1.59 ,20129,organic,2017,Detroit, MI,2296
2017-08-20,$1.70 ,124909,conventional,2017,Grand Rapids, MI,2193
2017-08-20,$1.13 ,7502,organic,2017,Grand Rapids, MI,2193
2017-08-20,$1.47 ,212935,conventional,2017,HarrisburgScranton, PA,2717
2017-08-20,$1.68 ,15105,organic,2017,HarrisburgScranton, PA,2717
2017-08-20,$1.74 ,223619,conventional,2017,HartfordSpringfield, CT,2906
2017-08-20,$2.19 ,16041,organic,2017,HartfordSpringfield, CT,2906
2017-08-20,$1.01 ,1096228,conventional,2017,Houston, TX,1656
2017-08-20,$1.57 ,18983,organic,2017,Houston, TX,1656
2017-08-20,$1.39 ,174633,conventional,2017,Indianapolis, IN,2083
2017-08-20,$1.64 ,8549,organic,2017,Indianapolis, IN,2083
2017-08-20,$1.63 ,150829,conventional,2017,Jacksonville, FL,2440
2017-08-20,$2.48 ,2856,organic,2017,Jacksonville, FL,2440
2017-08-20,$1.26 ,261684,conventional,2017,Las Vegas, NV,286
2017-08-20,$2.43 ,7716,organic,2017,Las Vegas, NV,286
2017-08-20,$1.45 ,2309866,conventional,2017,Los Angeles, CA,111
2017-08-20,$2.16 ,75147,organic,2017,Los Angeles, CA,111
2017-08-20,$1.56 ,88644,conventional,2017,Louisville, KY,2101
2017-08-20,$1.86 ,3116,organic,2017,Louisville, KY,2101
2017-08-20,$1.07 ,261758,conventional,2017,Nashville, TN,2022
2017-08-20,$1.84 ,7240,organic,2017,Nashville, TN,2022
2017-08-20,$1.46 ,226947,conventional,2017,New Orleans, LA,1954
2017-08-20,$1.35 ,6866,organic,2017,New Orleans, LA,1954
2017-08-20,$1.75 ,1057189,conventional,2017,New York, NY,2794
2017-08-20,$1.85 ,107275,organic,2017,New York, NY,2794
2017-08-20,$1.57 ,297964,conventional,2017,Orlando, FL,2617
2017-08-20,$2.21 ,8465,organic,2017,Orlando, FL,2617
2017-08-20,$1.64 ,368098,conventional,2017,Philadelphia, PA,2759
2017-08-20,$1.74 ,28798,organic,2017,Philadelphia, PA,2759
2017-08-20,$1.14 ,773947,conventional,2017,PhoenixTucson, AZ,482
2017-08-20,$2.19 ,11022,organic,2017,PhoenixTucson, AZ,482
2017-08-20,$1.29 ,104117,conventional,2017,Pittsburgh, PA,2445
2017-08-20,$1.47 ,8511,organic,2017,Pittsburgh, PA,2445
2017-08-20,$1.32 ,671618,conventional,2017,Portland, OR,855
2017-08-20,$2.57 ,15490,organic,2017,Portland, OR,855
2017-08-20,$1.42 ,297725,conventional,2017,RaleighGreensboro, NC,2557
2017-08-20,$2.65 ,12012,organic,2017,RaleighGreensboro, NC,2557
2017-08-20,$1.33 ,224103,conventional,2017,RichmondNorfolk, VA,2632
2017-08-20,$1.93 ,12811,organic,2017,RichmondNorfolk, VA,2632
2017-08-20,$1.82 ,331372,conventional,2017,Sacramento, CA,277
2017-08-20,$2.33 ,8188,organic,2017,Sacramento, CA,277
2017-08-20,$1.65 ,379036,conventional,2017,San Diego, CA,253
2017-08-20,$2.42 ,14114,organic,2017,San Diego, CA,253
2017-08-20,$2.07 ,561542,conventional,2017,San Francisco, CA,283
2017-08-20,$2.93 ,21525,organic,2017,San Francisco, CA,283
2017-08-20,$1.67 ,496898,conventional,2017,Seattle, WA,1029
2017-08-20,$2.87 ,24671,organic,2017,Seattle, WA,1029
2017-08-20,$1.65 ,72084,conventional,2017,Spokane, WA,1097
2017-08-20,$2.76 ,2233,organic,2017,Spokane, WA,1097
2017-08-20,$1.60 ,168055,conventional,2017,St. Louis, MO,1841
2017-08-20,$2.64 ,4715,organic,2017,St. Louis, MO,1841
2017-08-20,$1.42 ,60658,conventional,2017,Syracuse, NY,2693
2017-08-20,$1.51 ,3979,organic,2017,Syracuse, NY,2693
2017-08-20,$1.64 ,289380,conventional,2017,Tampa, FL,2636
2017-08-20,$1.55 ,4048,organic,2017,Tampa, FL,2636
2017-08-27,$1.61 ,75472,conventional,2017,Albany, NY,2832
2017-08-27,$1.91 ,2525,organic,2017,Albany, NY,2832
2017-08-27,$1.49 ,458036,conventional,2017,Atlanta, GA,2199
2017-08-27,$2.59 ,13910,organic,2017,Atlanta, GA,2199
2017-08-27,$1.66 ,653599,conventional,2017,BaltimoreWashington, MD,2679
2017-08-27,$1.82 ,41524,organic,2017,BaltimoreWashington, MD,2679
2017-08-27,$1.30 ,93804,conventional,2017,Boise, ID,827
2017-08-27,$2.75 ,1643,organic,2017,Boise, ID,827
2017-08-27,$1.79 ,455915,conventional,2017,Boston, MA,2998
2017-08-27,$1.75 ,22339,organic,2017,Boston, MA,2998
2017-08-27,$1.33 ,147840,conventional,2017,BuffaloRochester, NY,2552
2017-08-27,$1.37 ,11184,organic,2017,BuffaloRochester, NY,2552
2017-08-27,$1.58 ,208438,conventional,2017,Charlotte, NC,2428
2017-08-27,$2.83 ,9802,organic,2017,Charlotte, NC,2428
2017-08-27,$1.93 ,624618,conventional,2017,Chicago, IL,2030
2017-08-27,$2.11 ,26530,organic,2017,Chicago, IL,2030
2017-08-27,$1.31 ,253877,conventional,2017,CincinnatiDayton, OH,2190
2017-08-27,$1.95 ,11995,organic,2017,CincinnatiDayton, OH,2190
2017-08-27,$1.26 ,176231,conventional,2017,Columbus, OH,2261
2017-08-27,$1.87 ,7111,organic,2017,Columbus, OH,2261
2017-08-27,$1.13 ,1090966,conventional,2017,DallasFtWorth, TX,1449
2017-08-27,$1.90 ,20710,organic,2017,DallasFtWorth, TX,1449
2017-08-27,$1.10 ,896083,conventional,2017,Denver, CO,1032
2017-08-27,$2.16 ,20575,organic,2017,Denver, CO,1032
2017-08-27,$1.32 ,304000,conventional,2017,Detroit, MI,2296
2017-08-27,$1.64 ,18415,organic,2017,Detroit, MI,2296
2017-08-27,$1.74 ,112023,conventional,2017,Grand Rapids, MI,2193
2017-08-27,$1.21 ,8061,organic,2017,Grand Rapids, MI,2193
2017-08-27,$1.48 ,214056,conventional,2017,HarrisburgScranton, PA,2717
2017-08-27,$1.73 ,13887,organic,2017,HarrisburgScranton, PA,2717
2017-08-27,$1.78 ,220520,conventional,2017,HartfordSpringfield, CT,2906
2017-08-27,$2.40 ,13995,organic,2017,HartfordSpringfield, CT,2906
2017-08-27,$1.16 ,1109914,conventional,2017,Houston, TX,1656
2017-08-27,$1.89 ,31277,organic,2017,Houston, TX,1656
2017-08-27,$1.29 ,179854,conventional,2017,Indianapolis, IN,2083
2017-08-27,$1.62 ,8229,organic,2017,Indianapolis, IN,2083
2017-08-27,$1.63 ,138021,conventional,2017,Jacksonville, FL,2440
2017-08-27,$2.45 ,3332,organic,2017,Jacksonville, FL,2440
2017-08-27,$1.48 ,203948,conventional,2017,Las Vegas, NV,286
2017-08-27,$2.47 ,10410,organic,2017,Las Vegas, NV,286
2017-08-27,$1.66 ,2117127,conventional,2017,Los Angeles, CA,111
2017-08-27,$2.37 ,63222,organic,2017,Los Angeles, CA,111
2017-08-27,$1.62 ,80466,conventional,2017,Louisville, KY,2101
2017-08-27,$1.90 ,3628,organic,2017,Louisville, KY,2101
2017-08-27,$1.28 ,184465,conventional,2017,Nashville, TN,2022
2017-08-27,$1.89 ,9333,organic,2017,Nashville, TN,2022
2017-08-27,$1.46 ,229748,conventional,2017,New Orleans, LA,1954
2017-08-27,$1.50 ,7632,organic,2017,New Orleans, LA,1954
2017-08-27,$1.81 ,1100988,conventional,2017,New York, NY,2794
2017-08-27,$2.13 ,73866,organic,2017,New York, NY,2794
2017-08-27,$1.57 ,296757,conventional,2017,Orlando, FL,2617
2017-08-27,$2.30 ,6883,organic,2017,Orlando, FL,2617
2017-08-27,$1.68 ,370287,conventional,2017,Philadelphia, PA,2759
2017-08-27,$1.92 ,22152,organic,2017,Philadelphia, PA,2759
2017-08-27,$1.18 ,715350,conventional,2017,PhoenixTucson, AZ,482
2017-08-27,$2.00 ,16505,organic,2017,PhoenixTucson, AZ,482
2017-08-27,$1.28 ,106687,conventional,2017,Pittsburgh, PA,2445
2017-08-27,$1.49 ,8397,organic,2017,Pittsburgh, PA,2445
2017-08-27,$1.34 ,597580,conventional,2017,Portland, OR,855
2017-08-27,$2.85 ,15475,organic,2017,Portland, OR,855
2017-08-27,$1.47 ,293279,conventional,2017,RaleighGreensboro, NC,2557
2017-08-27,$3.04 ,12656,organic,2017,RaleighGreensboro, NC,2557
2017-08-27,$1.38 ,215395,conventional,2017,RichmondNorfolk, VA,2632
2017-08-27,$1.96 ,11862,organic,2017,RichmondNorfolk, VA,2632
2017-08-27,$1.87 ,341841,conventional,2017,Sacramento, CA,277
2017-08-27,$2.49 ,7198,organic,2017,Sacramento, CA,277
2017-08-27,$1.79 ,356448,conventional,2017,San Diego, CA,253
2017-08-27,$2.57 ,11138,organic,2017,San Diego, CA,253
2017-08-27,$2.09 ,600153,conventional,2017,San Francisco, CA,283
2017-08-27,$3.00 ,19329,organic,2017,San Francisco, CA,283
2017-08-27,$1.54 ,562333,conventional,2017,Seattle, WA,1029
2017-08-27,$2.96 ,26846,organic,2017,Seattle, WA,1029
2017-08-27,$1.42 ,86969,conventional,2017,Spokane, WA,1097
2017-08-27,$2.84 ,2078,organic,2017,Spokane, WA,1097
2017-08-27,$1.71 ,153581,conventional,2017,St. Louis, MO,1841
2017-08-27,$2.84 ,3591,organic,2017,St. Louis, MO,1841
2017-08-27,$1.41 ,63048,conventional,2017,Syracuse, NY,2693
2017-08-27,$1.40 ,5301,organic,2017,Syracuse, NY,2693
2017-08-27,$1.63 ,291726,conventional,2017,Tampa, FL,2636
2017-08-27,$1.60 ,3287,organic,2017,Tampa, FL,2636
2017-09-03,$1.76 ,74298,conventional,2017,Albany, NY,2832
2017-09-03,$2.00 ,2022,organic,2017,Albany, NY,2832
2017-09-03,$1.53 ,433455,conventional,2017,Atlanta, GA,2199
2017-09-03,$2.59 ,17991,organic,2017,Atlanta, GA,2199
2017-09-03,$1.62 ,671505,conventional,2017,BaltimoreWashington, MD,2679
2017-09-03,$1.68 ,58736,organic,2017,BaltimoreWashington, MD,2679
2017-09-03,$1.68 ,64355,conventional,2017,Boise, ID,827
2017-09-03,$2.71 ,1855,organic,2017,Boise, ID,827
2017-09-03,$1.81 ,457862,conventional,2017,Boston, MA,2998
2017-09-03,$1.76 ,22577,organic,2017,Boston, MA,2998
2017-09-03,$1.56 ,135280,conventional,2017,BuffaloRochester, NY,2552
2017-09-03,$1.41 ,11172,organic,2017,BuffaloRochester, NY,2552
2017-09-03,$1.65 ,200901,conventional,2017,Charlotte, NC,2428
2017-09-03,$2.82 ,10311,organic,2017,Charlotte, NC,2428
2017-09-03,$2.00 ,614460,conventional,2017,Chicago, IL,2030
2017-09-03,$2.05 ,20131,organic,2017,Chicago, IL,2030
2017-09-03,$1.72 ,212628,conventional,2017,CincinnatiDayton, OH,2190
2017-09-03,$2.17 ,13963,organic,2017,CincinnatiDayton, OH,2190
2017-09-03,$1.62 ,127613,conventional,2017,Columbus, OH,2261
2017-09-03,$2.10 ,9059,organic,2017,Columbus, OH,2261
2017-09-03,$1.23 ,1043009,conventional,2017,DallasFtWorth, TX,1449
2017-09-03,$1.81 ,23372,organic,2017,DallasFtWorth, TX,1449
2017-09-03,$1.50 ,588489,conventional,2017,Denver, CO,1032
2017-09-03,$2.02 ,17940,organic,2017,Denver, CO,1032
2017-09-03,$1.68 ,234930,conventional,2017,Detroit, MI,2296
2017-09-03,$1.87 ,21749,organic,2017,Detroit, MI,2296
2017-09-03,$1.65 ,127148,conventional,2017,Grand Rapids, MI,2193
